2026/09/06 06:01:21.642, 0, 0, 4, 78.24
2026/09/06 06:01:21.652, 1, 0, 4, 81.06
2026/09/06 06:01:22.661, 0, 0, 4, 78.28
2026/09/06 06:01:22.664, 1, 0, 4, 81.03
2026/09/06 06:01:23.667, 0, 0, 4, 78.28
2026/09/06 06:01:23.670, 1, 0, 4, 81.09
2026/09/06 06:01:24.672, 0, 0, 4, 78.36
2026/09/06 06:01:24.675, 1, 0, 4, 81.10
2026/09/06 06:01:25.677, 0, 0, 4, 78.28
2026/09/06 06:01:25.681, 1, 0, 4, 81.06
2026/09/06 06:01:26.683, 0, 0, 4, 78.40
2026/09/06 06:01:26.686, 1, 0, 4, 81.02
2026/09/06 06:01:27.689, 0, 0, 4, 78.35
2026/09/06 06:01:27.692, 1, 0, 4, 81.08
2026/09/06 06:01:28.694, 0, 0, 4, 78.44
2026/09/06 06:01:28.696, 1, 0, 4, 81.05
2026/09/06 06:01:29.698, 0, 0, 4, 78.39
2026/09/06 06:01:29.703, 1, 0, 4, 81.13
2026/09/06 06:01:30.707, 0, 0, 4, 78.38
2026/09/06 06:01:30.709, 1, 0, 4, 81.12
2026/09/06 06:01:31.713, 0, 0, 4, 78.42
2026/09/06 06:01:31.715, 1, 0, 4, 81.14
2026/09/06 06:01:32.718, 0, 0, 4, 78.39
2026/09/06 06:01:32.720, 1, 0, 4, 81.13
2026/09/06 06:01:33.722, 0, 0, 4, 78.54
2026/09/06 06:01:33.725, 1, 0, 4, 81.07
2026/09/06 06:01:34.727, 0, 0, 4, 78.42
2026/09/06 06:01:34.730, 1, 0, 4, 81.14
2026/09/06 06:01:35.732, 0, 0, 4, 78.52
2026/09/06 06:01:35.737, 1, 0, 4, 81.16
2026/09/06 06:01:36.740, 0, 0, 4, 78.42
2026/09/06 06:01:36.742, 1, 0, 4, 81.17
2026/09/06 06:01:37.744, 0, 0, 4, 78.44
2026/09/06 06:01:37.746, 1, 0, 4, 81.23
2026/09/06 06:01:38.748, 0, 0, 4, 78.48
2026/09/06 06:01:38.753, 1, 0, 4, 81.28
2026/09/06 06:01:39.757, 0, 0, 4, 78.46
2026/09/06 06:01:39.760, 1, 0, 4, 81.18
2026/09/06 06:01:40.762, 0, 0, 4, 78.53
2026/09/06 06:01:40.765, 1, 0, 4, 81.17
2026/09/06 06:01:41.769, 0, 0, 4, 78.56
2026/09/06 06:01:41.772, 1, 0, 4, 81.15
2026/09/06 06:01:42.774, 0, 0, 4, 78.51
2026/09/06 06:01:42.776, 1, 0, 4, 81.19
2026/09/06 06:01:43.779, 0, 0, 4, 78.56
2026/09/06 06:01:43.781, 1, 0, 4, 81.33
2026/09/06 06:01:44.783, 0, 0, 4, 78.52
2026/09/06 06:01:44.785, 1, 0, 4, 81.25
2026/09/06 06:01:45.787, 0, 0, 4, 78.56
2026/09/06 06:01:45.791, 1, 0, 4, 81.20
2026/09/06 06:01:46.792, 0, 0, 4, 78.40
2026/09/06 06:01:46.797, 1, 0, 4, 81.21
2026/09/06 06:01:47.799, 0, 0, 4, 78.56
2026/09/06 06:01:47.801, 1, 0, 4, 81.24
2026/09/06 06:01:48.803, 0, 0, 4, 78.55
2026/09/06 06:01:48.805, 1, 0, 4, 81.20
2026/09/06 06:01:49.815, 0, 0, 4, 78.53
2026/09/06 06:01:49.816, 1, 0, 4, 81.22
2026/09/06 06:01:50.817, 0, 0, 4, 78.46
2026/09/06 06:01:50.822, 1, 0, 4, 81.24
2026/09/06 06:01:51.824, 0, 0, 4, 78.51
2026/09/06 06:01:51.826, 1, 0, 4, 81.20
2026/09/06 06:01:52.828, 0, 0, 4, 78.46
2026/09/06 06:01:52.831, 1, 0, 4, 81.17
2026/09/06 06:01:53.833, 0, 0, 4, 78.47
2026/09/06 06:01:53.835, 1, 0, 4, 81.14
2026/09/06 06:01:54.837, 0, 0, 4, 78.49
2026/09/06 06:01:54.840, 1, 0, 4, 81.17
2026/09/06 06:01:55.842, 0, 0, 4, 78.42
2026/09/06 06:01:55.845, 1, 0, 4, 81.11
2026/09/06 06:01:56.847, 0, 0, 4, 78.42
2026/09/06 06:01:56.851, 1, 0, 4, 81.10
2026/09/06 06:01:57.853, 0, 0, 4, 78.34
2026/09/06 06:01:57.856, 1, 0, 4, 81.09
2026/09/06 06:01:58.858, 0, 0, 4, 78.42
2026/09/06 06:01:58.866, 1, 0, 4, 81.09
2026/09/06 06:01:59.873, 0, 0, 4, 78.38
2026/09/06 06:01:59.876, 1, 0, 4, 81.01
2026/09/06 06:02:00.879, 0, 0, 4, 78.33
2026/09/06 06:02:00.881, 1, 0, 4, 81.05
2026/09/06 06:02:01.883, 0, 0, 4, 78.37
2026/09/06 06:02:01.885, 1, 0, 4, 81.03
2026/09/06 06:02:02.888, 0, 0, 4, 78.31
2026/09/06 06:02:02.891, 1, 0, 4, 81.01
2026/09/06 06:02:03.894, 0, 0, 4, 78.36
2026/09/06 06:02:03.897, 1, 0, 4, 81.01
2026/09/06 06:02:04.899, 0, 0, 4, 78.37
2026/09/06 06:02:04.904, 1, 0, 4, 81.09
2026/09/06 06:02:05.908, 0, 0, 4, 78.34
2026/09/06 06:02:05.913, 1, 0, 4, 80.99
2026/09/06 06:02:06.915, 0, 0, 4, 78.40
2026/09/06 06:02:06.916, 1, 0, 4, 80.97
2026/09/06 06:02:07.919, 0, 0, 4, 78.38
2026/09/06 06:02:07.922, 1, 0, 4, 81.05
2026/09/06 06:02:08.923, 0, 0, 4, 78.31
2026/09/06 06:02:08.926, 1, 0, 4, 80.94
2026/09/06 06:02:09.927, 0, 0, 4, 78.25
2026/09/06 06:02:09.930, 1, 0, 4, 80.91
2026/09/06 06:02:10.931, 0, 0, 4, 78.34
2026/09/06 06:02:10.933, 1, 0, 4, 80.99
2026/09/06 06:02:11.935, 0, 0, 4, 78.38
2026/09/06 06:02:11.938, 1, 0, 4, 81.08
2026/09/06 06:02:12.940, 0, 0, 4, 78.36
2026/09/06 06:02:12.942, 1, 0, 4, 80.95
2026/09/06 06:02:13.943, 0, 0, 4, 78.29
2026/09/06 06:02:13.945, 1, 0, 4, 80.98
2026/09/06 06:02:14.947, 0, 0, 4, 78.37
2026/09/06 06:02:14.949, 1, 0, 4, 80.99
2026/09/06 06:02:15.951, 0, 0, 4, 78.39
2026/09/06 06:02:15.954, 1, 0, 4, 80.99
2026/09/06 06:02:16.957, 0, 0, 4, 78.48
2026/09/06 06:02:16.959, 1, 0, 4, 80.96
2026/09/06 06:02:17.961, 0, 0, 4, 78.29
2026/09/06 06:02:17.963, 1, 0, 4, 81.10
2026/09/06 06:02:18.965, 0, 0, 4, 78.44
2026/09/06 06:02:18.966, 1, 0, 4, 81.03
2026/09/06 06:02:19.968, 0, 0, 4, 78.35
2026/09/06 06:02:19.970, 1, 0, 4, 81.07
2026/09/06 06:02:20.972, 0, 0, 4, 78.38
2026/09/06 06:02:20.974, 1, 0, 4, 80.95
2026/09/06 06:02:21.976, 0, 0, 4, 78.53
2026/09/06 06:02:21.978, 1, 0, 4, 81.09
2026/09/06 06:02:22.980, 0, 0, 4, 78.45
2026/09/06 06:02:22.982, 1, 0, 4, 81.01
2026/09/06 06:02:23.984, 0, 0, 4, 78.46
2026/09/06 06:02:23.987, 1, 0, 4, 81.02
2026/09/06 06:02:24.989, 0, 0, 4, 78.46
2026/09/06 06:02:24.991, 1, 0, 4, 81.04
2026/09/06 06:02:25.992, 0, 0, 4, 78.47
2026/09/06 06:02:25.994, 1, 0, 4, 81.13
